"ontology title","ontology iri","summary","authors","contributors","license information","project page","source page","latest json-ld file","latest n3 file","latest ntriples file","latest rdf/xml file","latest turtle file","modified","version","source title","source url"
"The Places Ontology","http://purl.org/ontology/places","The Places Ontology is a simple lightweight ontology for describing places of geographic interest. The Places Ontology is a simple lightweight ontology for describing places of geographic interest.","http://purl.org/ontology/places/#michael,https://plus.google.com/116295488631021359430,https://plus.google.com/106507582285145028668","","","","","","https://lov.linkeddata.es/dataset/lov/vocabs/place/versions/2010-11-27.n3","","","","","","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"The Product Types Ontology for Semantic Web-based E-Commerce","http://www.productontology.org/","","","","","","https://archivo.dbpedia.org/info?o=http://www.productontology.org/","","","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fwww.productontology.org%2F&f=nt","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fwww.productontology.org%2F&f=owl","http://archivo.dbpedia.org/download?o=http%3A%2F%2Fwww.productontology.org%2F&f=ttl","2021-03-04","","DBpedia Archivo","https://archivo.dbpedia.org/list"
"The Product Types Ontology for Semantic Web-based E-Commerce","http://www.productontology.org/#","","","","","","","","","","http://www.productontology.org/dump.rdf","","","","Manually maintained","https://github.com/k00ni/govi/blob/master/manually-maintained-metadata-about-ontologies.csv"
"The Provenance of Emission Calculations Ontology","https://w3id.org/peco","This ontology defines a vocabulary for describing provenance traces of carbon emission calculations by capturing the quantifiable measurements of carbon emission sources used by some activities (e. g., electricity used by a machinery to produce a product, petrol used to make a car journey, etc.) and emission conversion factors used to estimate the carbon emissions produced by these. In addition, the ontology provides the ability to capture various data transformations that occurred before energy estimates may be used with relevant conversion factors. For example, sensors may provide raw readings about a water flow of an irrigation rig in an agri-food operation which is then used as a proxy to estimate the total volume of fertilisers used.","https://www.abdn.ac.uk/ncs/profiles/iman.naja,https://orcid.org/0000-0001-6993-0618,https://www.abdn.ac.uk/ncs/profiles/milan.markovic/,http://w3id.org/people/dgarijo","","","","","","https://lov.linkeddata.es/dataset/lov/vocabs/peco/versions/2023-05-08.n3","","","","","1.0.0","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"The Publishing Roles Ontology","http://purl.org/spar/pro","PRO, the Publishing Roles Ontology, is an ontology for describing the role(s) in the publication process of a particular agent over a defined period of time. It forms part of SPAR, a suite of Semantic Publishing and Referencing Ontologies.","http://orcid.org/0000-0003-0530-4305,http://orcid.org/0000-0001-5506-523X","","","","","","https://lov.linkeddata.es/dataset/lov/vocabs/pro/versions/2013-12-18.n3","","","","","","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"The Publishing Status Ontology","http://purl.org/spar/pso","PSO, the Publishing Status Ontology, is an ontology written in OWL 2 DL for characterizing the publication status of a document or other publication entity at each of the various stages in the publishing process (e. g. draft, submitted, under review, rejected, accepted for publication, proof, published, Version of Record, catalogued, archived).Because it is based on the Time-indexed Value in Context ontology pattern (http://www. essepuntato. it/2012/04/tvc), it is easy to extends the set of specified statuses, simply by adding new individual to the class pso: Status or its sub-class pso: PublicationStatus. PSO, the Publishing Status Ontology, is an ontology for describing the status held by a bibliographic document or other publication entity at each of the various stages in the publishing process. It forms part of SPAR, a suite of Semantic Publishing and Referencing Ontologies. Other SPAR ontologies are described at http://purl. org/spar/.","http://orcid.org/0000-0001-5506-523X,http://orcid.org/0000-0003-0530-4305","","","","","","https://lov.linkeddata.es/dataset/lov/vocabs/pso/versions/2014-02-01.n3","","","","","1.7.1","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"The Publishing Workflow Ontology","http://purl.org/spar/pwo","The Publishing Workflow Ontology (PWO) is a simple ontology written in OWL 2 DL for the characterization of the main stages in the workflow associated with the publication of a document (e. g. being written, under review, XML capture, page design, publication to the Web).The Publishing Workflow Ontology (PWO) is an ontology for describing the workflow associated with the publication of a document. It forms part of SPAR, a suite of Semantic Publishing and Referencing Ontologies.","http://data.semanticweb.org/person/aldo-gangemi,http://orcid.org/0000-0003-0530-4305,http://orcid.org/0000-0001-5506-523X","","","","","","https://lov.linkeddata.es/dataset/lov/vocabs/pwo/versions/2015-06-18.n3","","","","","2.2","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"The RAInS Ontology","https://w3id.org/rains","An ontology to model accountability of AI systems which use machine learning. To contact the RAInS team, please send an email to therainsproject [at] gmail [dot] com -Version 2.0.1: minor edits and additions to the ontology metadata to reflect LOV requirements. -Version 2.0: added classes and relationships to model the Implementation stage of an AI system -Version 1.1: creation, models the Design stage of an AI system","https://www.abdn.ac.uk/ncs/profiles/p.edwards,https://www.abdn.ac.uk/ncs/profiles/milan.markovic/,https://www.abdn.ac.uk/ncs/profiles/iman.naja","","","","","","https://lov.linkeddata.es/dataset/lov/vocabs/rains/versions/2022-05-09.n3","","","","","2.0","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"The RDF 1.1 Test Vocabulary","http://www.w3.org/ns/rdftest","This is a vocabulary document and is used to define classes and properties used in RDF 1.1 Test Cases and associated test manifests. The URI of the vocabulary is http://www. w3.org/ns/rdftest# (abbreviated by rdft: in this document). Turtle and an JSON-LD versions of the vocabulary are also available. The vocabulary is published by W3C. This is a vocabulary document and is used to define classes and properties used in RDF 1.1 Test Cases and associated test manifests. The URI of the vocabulary is http://www. w3.org/ns/rdftest# (abbreviated by rdft: in this document). Turtle and an JSON-LD versions of the vocabulary are also available. The vocabulary is published by W3C.","http://www.w3.org/data#W3C","https://github.com/gkellogg,http://www.markus-lanthaler.com/","","","","","https://lov.linkeddata.es/dataset/lov/vocabs/rdft/versions/2014-02-25.n3","","","","","","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"The RDF Concepts Vocabulary","http://www.w3.org/1999/02/22-rdf-syntax-ns#","This is the RDF Schema for the RDF vocabulary terms in the RDF Namespace, defined in RDF 1.1 Concepts.","http://www.markus-lanthaler.com/","http://richard.cyganiak.de/foaf.rdf#cygri,http://about.me/david_wood","","http://www.w3.org/TR/rdf11-concepts/","","","https://lov.linkeddata.es/dataset/lov/vocabs/rdf/versions/2019-12-16.n3","","","","","","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
"The RDF Presentation ontology","https://w3id.org/rdfp/","## RDF Presentation and RDF Presentation NegotiationAn RDF graph can be presented in several ways, using different media types. Examples of RDF media types include `application/rdf+xml`, `text/turtle`, `application/json+ld`.Today, most of the content consumed/produced/published, on the Web is not presented in RDF. In the Web of Things, HTTP servers and clients would rather exchange lightweight documents, potentially binary. Currently, most existing RDF Presentations generically apply to any RDF graph, at the cost of being heavy text-based documents. Yet, lightweight HTTP servers/clients could be better satisfied with consuming/producing/publishing lightweight documents, may its structure be application-specific. On the other hand, various formalisms have been developed:- to lift documents to RDF. Examples include [RML mappings](http://rml. io), [XSPARQL](http://xsparql. deri. org/), [SPARQL-Generate](http://w3id. org/sparql-generate/);- to lower RDF to documents. Examples include [XSPARQL](http://xsparql. deri. org/), [STTL, aka SPARQL-Template](https://ns. inria. fr/sparql-template/);- to validate RDF graphs. Examples include simple [SPIN](http://spinrdf. org/), [ShEx](http://shexspec. github. io), [SHACL](https://www. w3.org/TR/shacl/). For a given range of RDF graphs and a specific media types, an RDF Presentation is a combination of lifting, lowering, and validation rules. With these rules, one can coherently interpret a representation as RDF (lift), validate the RDF graph, and generate back the representation from the RDF graph (lower).While sending any kind of document, potentially lightweight, an HTTP server/client may refer to the specific RDF Presentation that is used. Then, the HTTP client/server can lift the document to RDF, and validate it. Similarly, while requesting for an RDF graph, an HTTP server/client may inform the client/server what representation it prefers. Then, the client/server can validate the RDF graph, then lower it into a document.### RDF Presentation description Following the Linked Data principles, RDF Presentations are given uniform identifiers (URIs), and an RDF description of these presentations can be retrieved at their URI. The RDFP vocabulary can be used to describe RDF Presentations and the range of RDF graphs they apply to. It can be accessed at this URI: https://w3id. org/rdfp/ using content negotiation (i. e., set HTTP Header field `Accept` to one of the RDF syntaxes media types, or access it directly in [turtle](index. ttl), or in [RDF/XML](index. rdf).For example, the RDF Presentation identified by https://w3id. org/rdfp/example/graph/xml 303 redirects to https://w3id. org/rdfp/example/description where it is described as follows:```@prefix rdfp: .@base . a rdfp: Presentation ; rdfp: mediaType application/xml ; rdfp: liftingRule ; rdfp: loweringRule ; rdfs: isDefinedBy .```A full example RDF graph that uses this vocabulary can be found at URI https://w3id. org/rdfp/example/description. Use content negotiation, or access it directly in [turtle](https://w3id. org/rdfp/example/description. ttl), or in [RDF/XML](https://w3id. org/rdfp/example/description. rdf).The RDFP vocabulary describes web resources, RDF graphs, ontologies, and their representations. The URI of a named graph is the identification of that graph in the sense of the W3C Architecture of the World Wide Web, Volume One. The graph is the content, and that graph can be represented by many different documents that can then be exchanged on the Web.## Referring to an RDF PresentationThe RDF Presentation qualifies the representation type. Following the general architecture principles defined in [W3C Architecture of the World Wide Web, Volume One](https://www. w3.org/TR/2004/REC-webarch-20041215/), we keep orthogonal the identification and representation concepts. Arguably, the representation type (the media type) should be annotated with a link to the RDF Presentation used. Although new media types could have a parameter that refers to its presentation, such as: `application/seas;p= https://w3id. org/rdfp/example/graph/xml `. This link cannot be set by a global media type parameter, as per [RFC 2045, Multipurpose Internet Mail Extensions (MIME) Part One: Format of Internet Message Bodies](https://tools. ietf. org/html/rfc2045):> There are NO globally-meaningful parameters that apply to all media types. Truly global mechanisms are best addressed, in the MIME model, by the definition of additional Content-* header fields. We hence introduce HTTP header field `Content-Presentation` for this purpose. The value of this field is any absolute URI, that identifies the RDF Presentation of the represented RDF graph. Using this header properly, any existing server can be adapted to behave as if it was producing RDF: the client simply needs to dereference the presentation link, and use the associated lifting rule to interpret the retrieved document as RDF. Equally important, a lightweight client/server can send lightweight binary messages, while still letting its server/client the chance to interpret the message body as RDF.## RDF Presentation NegotiationRDF Presentation Negotiation is a way for the client to state its presentation preferences for the response message body. To achieve this, we introduce HTTP header field `Accept-Presentation`. The value of this field is any (absolute) URI, that identifies the RDF Presentation the clients would like the server to use to encode the response RDF graph. Using this header properly, a lightweight client can request a compliant server to encode its responses in a specific format, hence transferring all the computation cost on the server.## Directly referring to the lowering rule, validation rule, or lifting ruleIn some situations, it may seem unreasonable to expect the client/server to:1. dereference the RDF Presentation URI,1. parse the RDF document,1. navigate to the lifting, validation, or lowering rule of the RDF Presentation. Hence, in a future version of RDFP, we may introduce additional HTTP header fields to directly refer to these rules. For example:- HTTP header field `Content-Lifting-Rule` would mean that the receiver may use this lifting to generate RDF from the content;- HTTP header field `Accept-Lowering-Rule` would mean that the client expects the server to use this lowering rule to generate a content it can process.## Implementation over Jersey[`rdfp-jersey-server`](get-started. html) is an extension of Jersey that eases the development of RESTful services that produce and consume RDF. It hides the RDF Presentation description and RDF Presentation Negotiation parts, and lets the end developer focus on manipulating RDF graphs as [Apache Jena](http://jena. apache. org/) models.## Related projectsThe RDFP vocabulary is used in the following related projects:- [ONTOP - Ontology Platform](https://w3id. org/ontop/);`rdfp-jersey-server` is used in the following related projects:- [PEP - Process Execution Platform](https://w3id. org/pep/);- [CNR Smart Charging Provider SEAS pilot platform](http://cnr-seas. cloudapp. net/scp/).## Contactmaxime. lefrancois.86@gmail. comhttp://maxime-lefrancois. info/","http://maxime-lefrancois.info/me#","","","","","","https://lov.linkeddata.es/dataset/lov/vocabs/rdfp/versions/2016-08-31.n3","","","","","v1.0","Linked Open Vocabularies","https://lov.linkeddata.es/lov.n3.gz"
